,title,location,date,link
377,C-Suite Executive Assistant, (Boston),Jan  4,https://boston.craigslist.org/gbs/ofc/d/suite-executive-assistant/6787058571.html
378,Administrative Assistant/Faculty Support,N/A,Jan  4,https://boston.craigslist.org/gbs/ofc/d/cambridge-administrative-assistant/6787057613.html
379,Office Manager - Temp to Perm, (Boston: Boston/Cambridge/Brookline),Jan  4,https://boston.craigslist.org/gbs/ofc/d/boston-office-manager-temp-to-perm/6787052375.html
380,Part Time Events Assistant, (Watertown),Jan  4,https://boston.craigslist.org/gbs/ofc/d/watertown-part-time-events-assistant/6787052337.html
381,Bookkeeper/Accountant Assistant," (North Station, Boston, MA)",Jan  4,https://boston.craigslist.org/gbs/ofc/d/bookkeeper-accountant-assistant/6787038174.html
382,"Are You Crew, Not Passenger?  Sales & Office Support", (Franklin),Jan  4,https://boston.craigslist.org/bmw/ofc/d/franklin-are-you-crew-not-passenger/6787016758.html
383,Administrative Assistant,N/A,Jan  4,https://boston.craigslist.org/gbs/ofc/d/boston-administrative-assistant/6786999508.html
384,Office Coordinator, (North Andover),Jan  4,https://boston.craigslist.org/nos/ofc/d/north-andover-office-coordinator/6786991948.html
385,PT Office Help, (Canton),Jan  4,https://boston.craigslist.org/sob/ofc/d/pt-office-help/6786962306.html
386,Seeking an Ambitious Executive Assistant! Biotech!," (Waltham, MA)",Jan  4,https://boston.craigslist.org/gbs/ofc/d/waltham-seeking-an-ambitious-executive/6786961218.html
387,HIRING EVENT FOR CALL CENTER/CUSTOMER SERVICE!, (Woburn),Jan  4,https://boston.craigslist.org/nwb/ofc/d/woburn-hiring-event-for-call-center/6786948911.html
388,Temporary Receptionist, (Wakefield),Jan  4,https://boston.craigslist.org/gbs/ofc/d/wakefield-temporary-receptionist/6786938024.html
389,Lead Receptionist / Finance + Registry Assistant --Acura of Peabody," (PEABODY, MA)",Jan  4,https://boston.craigslist.org/nos/ofc/d/peabody-lead-receptionist-finance/6786925448.html
390,Virtual Executive Assistant,N/A,Jan  4,https://boston.craigslist.org/gbs/ofc/d/san-francisco-virtual-executive/6786905768.html
391,Part Time Receptionist (Main Street Architects), (25 Mathewson Dr. Weymouth),Jan  4,https://boston.craigslist.org/gbs/ofc/d/weymouth-part-time-receptionist-main/6786876059.html
392,Accounts Receivable/Administrator," (Westwood, MA)",Jan  4,https://boston.craigslist.org/bmw/ofc/d/westwood-accounts-receivable/6786838403.html
393,Front Desk Receptionist: Full-Time," (Belmont, MA)",Jan  4,https://boston.craigslist.org/gbs/ofc/d/cambridge-front-desk-receptionist-full/6786823613.html
394,Real Estate Administrative Assistant (Hourly/Full Time), (Charlestown),Jan  4,https://boston.craigslist.org/gbs/ofc/d/charlestown-real-estate-administrative/6786814033.html
395,PERSONAL LINES INSURANCE ACCOUNT MANAGER, (NORWOOD),Jan  4,https://boston.craigslist.org/sob/ofc/d/norwood-personal-lines-insurance/6786801658.html
396,HR Operations and Office Assistant, (Greater Boston),Jan  4,https://boston.craigslist.org/gbs/ofc/d/boston-hr-operations-and-office/6786765815.html
397,Automotive Deal Clerk - Part Time and Flexible Schedule - Volvo Toyota,N/A,Jan  4,https://boston.craigslist.org/nwb/ofc/d/haverhill-automotive-deal-clerk-part/6786738606.html
398,"Temporary Data Entry Specialist Needed in Middleton, MA!", (Middleton),Jan  4,https://boston.craigslist.org/nos/ofc/d/middleton-temporary-data-entry/6786707985.html
399,Customer Service / Data Entry, (medford),Jan  4,https://boston.craigslist.org/nos/ofc/d/medford-customer-service-data-entry/6786702764.html
400,Receptionist, (Billerica),Jan  4,https://boston.craigslist.org/nwb/ofc/d/nutting-lake-receptionist/6786685024.html
401,P/T Office Assistant," (Burlington, MA)",Jan  4,https://boston.craigslist.org/nwb/ofc/d/burlington-t-office-assistant/6786660263.html
402,Administrative Assistant/Proofreader, (Waltham),Jan  4,https://boston.craigslist.org/bmw/ofc/d/waltham-administrative-assistant/6786647201.html
403,Executive Assistant to the CEO, (Boston),Jan  4,https://boston.craigslist.org/gbs/ofc/d/executive-assistant-to-the-ceo/6786609543.html
404,Kitchen Cabinets design/ sales, (Marlborough),Jan  4,https://boston.craigslist.org/bmw/ofc/d/kitchen-cabinets-design-sales/6786582176.html
405,Scheduler & Recruiter (SR), (Boston),Jan  3,https://boston.craigslist.org/gbs/ofc/d/boston-scheduler-recruiter-sr/6786352522.html
406,Executive Assistant and Office Manager, (Boston),Jan  3,https://boston.craigslist.org/gbs/ofc/d/boston-executive-assistant-and-office/6786345231.html
407,Temporary Administrative Assistant in HR, (Waltham),Jan  3,https://boston.craigslist.org/gbs/ofc/d/waltham-temporary-administrative/6786256467.html
408,Development Assistant needed at a university in Cambridge, (Cambridge),Jan  3,https://boston.craigslist.org/gbs/ofc/d/cambridge-development-assistant-needed/6786199096.html
409,Recruiting Coordinator, (Boston),Jan  3,https://boston.craigslist.org/gbs/ofc/d/boston-recruiting-coordinator/6786192377.html
410,Executive Assistant to the Director of Research, (Boston),Jan  3,https://boston.craigslist.org/gbs/ofc/d/executive-assistant-to-the-director-of/6786191159.html
411,Special Events Coordinator,N/A,Jan  3,https://boston.craigslist.org/gbs/ofc/d/cambridge-special-events-coordinator/6786190279.html
412,Support/Administrative Staff Needed For Consulting Firm," (Needham Heights, MA)",Jan  3,https://boston.craigslist.org/bmw/ofc/d/needham-support-administrative-staff/6786188375.html
413,$20/hr - Part Time Admin for Small Software Business," (Concord, MA)",Jan  3,https://boston.craigslist.org/nwb/ofc/d/concord-20-hr-part-time-admin-for-small/6786186126.html
414,General Office Clerk, (Tyngsboro),Jan  3,https://boston.craigslist.org/nwb/ofc/d/tyngsboro-general-office-clerk/6786168160.html
415,Pro shop manager, (Wellesley Ma),Jan  3,https://boston.craigslist.org/bmw/ofc/d/wellesley-hills-pro-shop-manager/6786114647.html
416,HR Admin / Specialist - 1 Month Contract, (Waltham MA),Jan  3,https://boston.craigslist.org/bmw/ofc/d/waltham-hr-admin-specialist-1-month/6786105398.html
417,Marketing and Administration, (Newton Centre),Jan  3,https://boston.craigslist.org/gbs/ofc/d/newton-center-marketing-and/6786059864.html
418,Receptionist Secretary," (Peabody, MA)",Jan  3,https://boston.craigslist.org/nos/ofc/d/peabody-receptionist-secretary/6786046279.html
419,Office Coordinator,N/A,Jan  3,https://boston.craigslist.org/gbs/ofc/d/boston-office-coordinator/6786033937.html
420,Full-Time Assistant Wanted For A Busy Marketing Executive, (Westford),Jan  3,https://boston.craigslist.org/nwb/ofc/d/westford-full-time-assistant-wanted-for/6785962106.html
421,Front Desk Receptionist, (Norwood),Jan  3,https://boston.craigslist.org/sob/ofc/d/norwood-front-desk-receptionist/6785961792.html
422,"Clerical Assistant, ED Billing"," (Bedford, MA)",Jan  3,https://boston.craigslist.org/bmw/ofc/d/clerical-assistant-ed-billing/6785956926.html
423,Admin," (27 Lincoln St, Newton)",Jan  3,https://boston.craigslist.org/bmw/ofc/d/newton-highlands-admin/6785949562.html
424,Dental Office looking to Train dental assistant-not recruiting company,N/A,Jan  3,https://boston.craigslist.org/nos/ofc/d/boston-dental-office-looking-to-train/6785933309.html
425,Receptionist- Full Time," (Newton, , MA)",Jan  3,https://boston.craigslist.org/gbs/ofc/d/newton-receptionist-full-time/6785927163.html
426,Office Administrator,N/A,Jan  3,https://boston.craigslist.org/gbs/ofc/d/boston-office-administrator/6785879277.html
427,Standardized Test Proctor," (Nonantum, Newton)",Jan  3,https://boston.craigslist.org/bmw/ofc/d/standardized-test-proctor/6785875048.html
428,Administrative Assistant, (Malden),Jan  3,https://boston.craigslist.org/nos/ofc/d/malden-administrative-assistant/6785872603.html
429,Office Administrator, (Hanover),Jan  3,https://boston.craigslist.org/sob/ofc/d/hanover-office-administrator/6785844483.html
430,Receptionist needed for a Biotech in Waltham!," (Waltham, MA)",Jan  3,https://boston.craigslist.org/nos/ofc/d/waltham-receptionist-needed-for-biotech/6785840905.html
431,P/T Office Assistant," (Wilmington, MA)",Jan  3,https://boston.craigslist.org/nwb/ofc/d/wilmington-t-office-assistant/6785808631.html
432,HIRING EVENT FOR CALL CENTER/CUSTOMER SERVICE!, (Woburn),Jan  3,https://boston.craigslist.org/nos/ofc/d/woburn-hiring-event-for-call-center/6785802146.html
433,Executive Assistant, (Boston),Jan  3,https://boston.craigslist.org/gbs/ofc/d/executive-assistant/6785797823.html
434,Receptionist for High End Financial Firm in Post Office Square!,N/A,Jan  3,https://boston.craigslist.org/gbs/ofc/d/boston-receptionist-for-high-end/6785785380.html
435,Medical Office Receptionist,N/A,Jan  3,https://boston.craigslist.org/gbs/ofc/d/medical-office-receptionist/6785763686.html
436,Part-time Administrative Assistant, (Boston: Boston/Cambridge/Brookline),Jan  2,https://boston.craigslist.org/gbs/ofc/d/boston-part-time-administrative/6785519404.html
437,Bilingual Client Services Analyst, (Waltham),Jan  2,https://boston.craigslist.org/gbs/ofc/d/waltham-bilingual-client-services/6785519372.html
438,Executive Assistant to 80K - Opportunity to work in academia!, (Boston: Boston/Cambridge/Brookline),Jan  2,https://boston.craigslist.org/gbs/ofc/d/boston-executive-assistant-to-80k/6785473662.html
439,Adminstrative Assistant, (Boston),Jan  2,https://boston.craigslist.org/gbs/ofc/d/boston-adminstrative-assistant/6785426353.html
440,Office Assistant,N/A,Jan  2,https://boston.craigslist.org/gbs/ofc/d/boston-office-assistant/6785414445.html
441,Accounts payable assistant -, (NATICK),Jan  2,https://boston.craigslist.org/bmw/ofc/d/natick-accounts-payable-assistant/6785408042.html
442,Administrative / Office Assistant,N/A,Jan  2,https://boston.craigslist.org/sob/ofc/d/administrative-office-assistant/6785391363.html
443,Office manager, (232 Pond St unit 3),Jan  2,https://boston.craigslist.org/bmw/ofc/d/natick-office-manager/6785382465.html
444,Office Manager - Meadhall, (Kendall Sq - Cambridge),Jan  2,https://boston.craigslist.org/gbs/ofc/d/cambridge-office-manager-meadhall/6785373615.html
445,Office Services Clerk - Law Firm (R0006224)," (Boston, MA)",Jan  2,https://boston.craigslist.org/gbs/ofc/d/boston-office-services-clerk-law-firm-r/6785373468.html
446,Client Services Representative, (MARSHFIELD),Jan  2,https://boston.craigslist.org/sob/ofc/d/marshfield-hills-client-services/6785371066.html
447,Temporary Facilities/Office Manager, (Boston: Boston/Cambridge/Brookline),Jan  2,https://boston.craigslist.org/gbs/ofc/d/boston-temporary-facilities-office/6785364970.html
448,Temporary Research Administration Manager, (Boston: Boston/Cambridge/Brookline),Jan  2,https://boston.craigslist.org/gbs/ofc/d/boston-temporary-research/6785364930.html
449,Executive Administrative Assistant to the Director, (Cambridge - Red Line MBTA),Jan  2,https://boston.craigslist.org/gbs/ofc/d/cambridge-executive-administrative/6785359122.html
450,Dental Insurance and billing Coordinator, (West Roxbury),Jan  2,https://boston.craigslist.org/gbs/ofc/d/west-roxbury-dental-insurance-and/6785343310.html
451,OFFICE FILE CLERK (part time)," (ALLSTON, MA)",Jan  2,https://boston.craigslist.org/gbs/ofc/d/allston-office-file-clerk-part-time/6785299074.html
452,Downtown Biotech Needs Admin Coordinator- up to $50k," (Boston, MA)",Jan  2,https://boston.craigslist.org/gbs/ofc/d/boston-downtown-biotech-needs-admin/6785295073.html
453,Receptionist/Office Administration (full-time with benefits), (North Andover),Jan  2,https://boston.craigslist.org/nos/ofc/d/north-andover-receptionist-office/6785284209.html
454,Client Service Representatives, (Quincy),Jan  2,https://boston.craigslist.org/sob/ofc/d/quincy-client-service-representatives/6785281925.html
455,Customer Service / General office, (Manchester By The Sea),Jan  2,https://boston.craigslist.org/nos/ofc/d/manchester-customer-service-general/6785265011.html
456,Front Desk temp at a Dance Studio, (Natick),Jan  2,https://boston.craigslist.org/bmw/ofc/d/natick-front-desk-temp-at-dance-studio/6785219559.html
457,Executive Assistant Needed for Growing Biotech - up to $90k!," (Boston, MA)",Jan  2,https://boston.craigslist.org/nos/ofc/d/boston-executive-assistant-needed-for/6785185069.html
458,Automotive Accounting Pro!," (Woburn, MA)",Jan  2,https://boston.craigslist.org/gbs/ofc/d/automotive-accounting-pro/6785099182.html
459,Commercial Loan Administrator, (Peabody),Jan  2,https://boston.craigslist.org/nos/ofc/d/peabody-commercial-loan-administrator/6785094347.html
460,Administrative Assistant,N/A,Jan  2,https://boston.craigslist.org/gbs/ofc/d/boston-administrative-assistant/6785074251.html
461,Admin needed, (Beverly Ma),Jan  2,https://boston.craigslist.org/nos/ofc/d/beverly-admin-needed/6785066243.html
462,Data Processing Associate, (Chelsea),Jan  2,https://boston.craigslist.org/nos/ofc/d/chelsea-data-processing-associate/6785026930.html
463,Commercial Lines Assistant Underwriter (Entry Level)," (Southborough, MA)",Jan  2,https://boston.craigslist.org/gbs/ofc/d/southborough-commercial-lines-assistant/6785017414.html
464,Bilingual - Administrative Assistant, (Brighton),Jan  2,https://boston.craigslist.org/gbs/ofc/d/allston-bilingual-administrative/6785010031.html
465,Flooring Estimator, (Billerica),Jan  2,https://boston.craigslist.org/nwb/ofc/d/flooring-estimator/6784981443.html
466,Executive Assistant Needed for Booming Biotech - up to $100k!," (Cambridge, MA)",Jan  2,https://boston.craigslist.org/gbs/ofc/d/cambridge-executive-assistant-needed/6784980261.html
467,Client Service Representatives (Start as early as next week!), (Boston),Jan  2,https://boston.craigslist.org/gbs/ofc/d/boston-client-service-representatives/6784977586.html
468,Office Assistant,N/A,Jan  2,https://boston.craigslist.org/gbs/ofc/d/boston-office-assistant/6784977523.html
469,Assistant to CEO, (Boston),Jan  2,https://boston.craigslist.org/gbs/ofc/d/assistant-to-ceo/6784939971.html
470,VC Firm Seeks Driven Receptionist/Office Assistant," (Cambridge, MA)",Jan  2,https://boston.craigslist.org/gbs/ofc/d/cambridge-vc-firm-seeks-driven/6784930647.html
471,Administrative Assistant, (Lowell),Jan  1,https://boston.craigslist.org/gbs/ofc/d/lowell-administrative-assistant/6784778976.html
472,Administrative Assistant," (40 Washington Street, Wellesley, MA)",Jan  1,https://boston.craigslist.org/bmw/ofc/d/newton-lower-falls-administrative/6784619798.html
473,Administrative Assistant, (Boston: Boston/Cambridge/Brookline),Jan  1,https://boston.craigslist.org/gbs/ofc/d/boston-administrative-assistant/6784546372.html
474,Executive Assistant, (Boston: Boston/Cambridge/Brookline),Jan  1,https://boston.craigslist.org/gbs/ofc/d/boston-executive-assistant/6784546336.html
475,Executive Assistant, (Boston),Jan  1,https://boston.craigslist.org/gbs/ofc/d/boston-executive-assistant/6784483339.html
476,Part Time Estimator / Data Clerk," (Methuen, MA)",Dec 31,https://boston.craigslist.org/nwb/ofc/d/methuen-part-time-estimator-data-clerk/6784044933.html
477,Biotech Firm Seeks Receptionist! Recent Grads Welcome!," (Boston, MA)",Dec 31,https://boston.craigslist.org/gbs/ofc/d/boston-biotech-firm-seeks-receptionist/6783989504.html
478,Receptionist / Admin," (Stoughton, MA)",Dec 31,https://boston.craigslist.org/sob/ofc/d/stoughton-receptionist-admin/6783878924.html
479,Debt collector, (Westborough MA),Dec 31,https://boston.craigslist.org/bmw/ofc/d/southborough-debt-collector/6783858420.html
480,Paralegal/Exec Admin Asst, (Newton Upper Falls),Dec 31,https://boston.craigslist.org/gbs/ofc/d/newton-upper-falls-paralegal-exec-admin/6783763739.html
481,"120k ""Hands-On"" Executive Assistant Needed to Join Our Team!"," (Cambridge, MA)",Dec 29,https://boston.craigslist.org/gbs/ofc/d/cambridge-120k-hands-on-executive/6782993170.html
482,Fantastic OM/Administrative Assistant Opportunity!, (Boston),Dec 29,https://boston.craigslist.org/gbs/ofc/d/boston-fantastic-om-administrative/6782988819.html
483,"Route,Sales,Computer research", (WATERTOWN),Dec 29,https://boston.craigslist.org/bmw/ofc/d/watertown-routesalescomputer-research/6782947710.html
484,Operations Associate, (Financial District),Dec 28,https://boston.craigslist.org/gbs/ofc/d/boston-operations-associate/6782149409.html
485,Medical Executive Administrative Assistant,N/A,Dec 28,https://boston.craigslist.org/gbs/ofc/d/boston-medical-executive-administrative/6782123725.html
486,Boutique Law Firm Seeks Executive Assistant," (Boston, MA)",Dec 28,https://boston.craigslist.org/gbs/ofc/d/boston-boutique-law-firm-seeks/6782116694.html
487,Administrative Assistant," (Cambridge, MA)",Dec 28,https://boston.craigslist.org/gbs/ofc/d/cambridge-administrative-assistant/6782065928.html
488,Receptionist/Customer Service Representative,N/A,Dec 28,https://boston.craigslist.org/gbs/ofc/d/receptionist-customer-service/6782025623.html
489,Software Giant Seeks Executive Assistant For CEO!!," (Boston, MA)",Dec 28,https://boston.craigslist.org/gbs/ofc/d/boston-software-giant-seeks-executive/6782008293.html
490,Legal Assistant/Support Professional - Family Law," (Norfolk, MA)",Dec 28,https://boston.craigslist.org/bmw/ofc/d/norfolk-legal-assistant-support/6781994373.html
491,Lead Receptionist / Finance + Registry Assistant --Acura of Peabody," (PEABODY, MA)",Dec 28,https://boston.craigslist.org/nos/ofc/d/peabody-lead-receptionist-finance/6781890533.html
492,Bookkeeper/Office Manager, (Weymouth),Dec 28,https://boston.craigslist.org/sob/ofc/d/weymouth-bookkeeper-office-manager/6781849658.html
493,Accountant Position,N/A,Dec 28,https://boston.craigslist.org/sob/ofc/d/brockton-accountant-position/6781816058.html
494,Executive Assistant to the Chief of Medicine, (Boston),Dec 28,https://boston.craigslist.org/gbs/ofc/d/executive-assistant-to-the-chief-of/6781743963.html
495,University Front Desk Admin, (MBTA Red or Orange Line access),Dec 28,https://boston.craigslist.org/gbs/ofc/d/boston-university-front-desk-admin/6781742893.html
496,Admin Assistant Commercial Landscape Constr, (Weymouth),Dec 28,https://boston.craigslist.org/sob/ofc/d/weymouth-admin-assistant-commercial/6781719213.html
497,BOOKKEEPER/OFFICE ADMINISTRATOR," (BROCKTON, MA)",Dec 27,https://boston.craigslist.org/sob/ofc/d/west-bridgewater-bookkeeper-office/6781380761.html
498,Experienced Executive Assistant, (Boston),Dec 27,https://boston.craigslist.org/gbs/ofc/d/boston-experienced-executive-assistant/6781357766.html
499,School Receptionist, (Hingham MA),Dec 27,https://boston.craigslist.org/sob/ofc/d/hingham-school-receptionist/6781279013.html
500,Customer Service Representative,N/A,Dec 27,https://boston.craigslist.org/bmw/ofc/d/newton-customer-service-representative/6781218615.html
501,Account Rep/Bookkeeper, (South Shore),Dec 27,https://boston.craigslist.org/sob/ofc/d/account-rep-bookkeeper/6781201582.html
502,"Temporary Data Entry Specialist Needed in Middleton, MA!", (Middleton),Dec 27,https://boston.craigslist.org/nos/ofc/d/middleton-temporary-data-entry/6781136112.html
503,Event Sales Assistant (Entry Level), (Peabody),Dec 27,https://boston.craigslist.org/nos/ofc/d/peabody-event-sales-assistant-entry/6781105663.html
504,Seeking telemarketer - Short term position, (Dorchester),Dec 27,https://boston.craigslist.org/sob/ofc/d/boston-seeking-telemarketer-short-term/6781073238.html
505,Medical Assistant/Receptionist," (Waltham, MA)",Dec 27,https://boston.craigslist.org/gbs/ofc/d/waltham-medical-assistant-receptionist/6781026145.html
506,Higher Ed Administrative Assistant,N/A,Dec 27,https://boston.craigslist.org/gbs/ofc/d/boston-higher-ed-administrative/6780986289.html
507,Executive Assistant to the COO,N/A,Dec 27,https://boston.craigslist.org/gbs/ofc/d/boston-executive-assistant-to-the-coo/6780966722.html
508,Administrative Assistant /Customer Support & Sales Assistance Speciali, (Quincy),Dec 26,https://boston.craigslist.org/sob/ofc/d/administrative-assistant-customer/6780663522.html
509,"Seeking Systems-Savvy, HGTV-Loving Admin for Family RE Business"," (Somerville, MA)",Dec 26,https://boston.craigslist.org/gbs/ofc/d/somerville-seeking-systems-savvy-hgtv/6780652854.html
510,Customer Service - Evening shift 5:00 PM - 1:00 AM, (Watertown),Dec 26,https://boston.craigslist.org/gbs/ofc/d/nonantum-customer-service-evening-shift/6780619016.html
511,ORDER ENTRY/RECEPTIONIST," (WOBURN, MA AREA)",Dec 26,https://boston.craigslist.org/nos/ofc/d/order-entry-receptionist/6780614551.html
512,HIRING EVENT FOR CALL CENTER/CUSTOMER SERVICE!, (Woburn),Dec 26,https://boston.craigslist.org/nwb/ofc/d/woburn-hiring-event-for-call-center/6780582769.html
513,Automotive Accounting Pro!," (Woburn, MA)",Dec 26,https://boston.craigslist.org/gbs/ofc/d/automotive-accounting-pro/6780582523.html
514,Administrative Assistant, (Charlestown),Dec 26,https://boston.craigslist.org/gbs/ofc/d/charlestown-administrative-assistant/6780564490.html
515,Part-Time Professional Office Administrator," (Canton, MA)",Dec 26,https://boston.craigslist.org/sob/ofc/d/canton-part-time-professional-office/6780515843.html
516,Office Administrator, (Port Jefferson),Dec 26,https://boston.craigslist.org/sob/ofc/d/braintree-office-administrator/6780462691.html
517,Office Administrator/Manager, (Holbrook),Dec 26,https://boston.craigslist.org/sob/ofc/d/holbrook-office-administrator-manager/6780454073.html
518,Billing/Office Admin, (Eagle Elevator),Dec 26,https://boston.craigslist.org/gbs/ofc/d/billing-office-admin/6780434296.html
519,"Lockbox Processor (3rd Shift, Varied start times)", (Medford),Dec 26,https://boston.craigslist.org/gbs/ofc/d/lockbox-processor-3rd-shift-varied/6780399656.html
520,Administrative Assistant, (Gloucester),Dec 26,https://boston.craigslist.org/nos/ofc/d/gloucester-administrative-assistant/6780297038.html
521,TAX PREPARERS & OFFICE STAFF, (Lynn),Dec 26,https://boston.craigslist.org/nos/ofc/d/lynn-tax-preparers-office-staff/6780245554.html
522,Administrative Assistant for Real Estate Investment Company, (Beverly),Dec 25,https://boston.craigslist.org/nos/ofc/d/beverly-administrative-assistant-for/6779880339.html
523,*****Receptionist /Office/admin******FULL-TIME ****, (CHELSEA),Dec 24,https://boston.craigslist.org/nos/ofc/d/chelsea-receptionist-office-adminfull/6779757299.html
